origin_name,origin_lat,origin_lng,dest_lat,dest_lng,ship_datetime,delivery_datetime,value,weight,cube,brand
Edison NJ DC,40.5187,-74.4121,25.5805,-80.0543,2026-01-05 11:49:42,2026-01-05 15:03:02,61.21,6.2,1.67,Ridge
Memphis TN DC,35.1175,-89.9711,40.683,-74.0659,2026-01-04 12:37:31,2026-01-05 08:32:00,50.71,2.4,0.59,Pacific
Chicago IL DC,41.85,-87.882,29.451,-98.7923,2026-01-22 15:25:21,2026-01-23 11:42:16,98.86,9.1,1.69,Alpine
Edison NJ DC,40.5187,-74.4121,33.7969,-118.6163,2026-01-04 16:45:53,2026-01-05 08:50:40,24.93,7.6,1.75,Alpine
Chicago IL DC,41.85,-87.882,34.2866,-118.2719,2026-01-20 13:51:56,2026-01-21 12:54:40,13.66,1.6,0.25,Pacific
Atlanta GA DC,33.6407,-84.4277,30.0541,-95.6137,2026-01-28 18:28:53,2026-01-29 07:26:40,57.56,7.2,1.3,Summit
Chicago IL DC,41.85,-87.882,41.9681,-87.4906,2026-01-19 16:16:49,2026-01-20 10:01:57,100.46,1.5,0.13,Summit
Edison NJ DC,40.5187,-74.4121,40.6939,-74.1208,2026-01-13 12:57:19,2026-01-13 17:59:10,22.91,12.4,0.92,Alpine
Edison NJ DC,40.5187,-74.4121,33.9291,-118.3062,2026-01-08 09:25:13,2026-01-08 14:09:55,25.28,4.7,1.09,Metro
Chicago IL DC,41.85,-87.882,40.9082,-74.1725,2026-01-01 22:57:10,2026-01-02 10:23:03,26.66,2.8,0.29,Metro
Atlanta GA DC,33.6407,-84.4277,35.3569,-80.9018,2026-01-17 17:44:36,2026-01-18 12:44:29,16.75,2.6,0.66,Pacific
Chicago IL DC,41.85,-87.882,36.0858,-86.9332,2026-01-17 15:11:39,2026-01-17 18:15:18,23.95,2.3,0.64,Atlas
Edison NJ DC,40.5187,-74.4121,35.3803,-80.8909,2026-01-08 12:11:41,2026-01-08 15:05:32,4.77,4.1,0.97,Alpine
Chicago IL DC,41.85,-87.882,41.0474,-74.0877,2026-01-05 12:29:29,2026-01-05 14:04:21,24.22,0.5,0.04,Atlas
Chicago IL DC,41.85,-87.882,37.2316,-121.9376,2026-01-11 14:56:23,2026-01-12 10:21:32,80.66,1.5,0.39,Atlas
Memphis TN DC,35.1175,-89.9711,41.3852,-96.1653,2026-01-13 09:30:38,2026-01-13 18:32:51,83.84,6.2,1.34,Alpine
Dallas TX DC,32.8998,-96.8379,33.8824,-118.3004,2026-01-15 11:50:29,2026-01-15 18:30:27,24.16,21.9,4.62,Summit
Edison NJ DC,40.5187,-74.4121,39.9589,-83.121,2026-01-07 14:08:18,2026-01-07 16:01:59,121.73,4.1,0.67,Metro
Atlanta GA DC,33.6407,-84.4277,29.7126,-95.2935,2026-01-25 11:05:29,2026-01-25 17:29:01,154.68,4.1,0.93,Summit
Reno NV DC,39.5296,-119.8138,29.2932,-98.5682,2026-01-15 17:11:50,2026-01-16 08:48:03,56.44,19.5,5.29,Summit
Chicago IL DC,41.85,-87.882,41.6767,-87.6336,2026-01-15 16:46:31,2026-01-16 12:27:33,14.32,1.1,0.1,Metro
Reno NV DC,39.5296,-119.8138,34.1888,-118.1673,2026-01-20 11:47:32,2026-01-21 11:37:43,40.86,5.0,0.9,Atlas
Chicago IL DC,41.85,-87.882,40.4238,-73.8333,2026-01-27 11:49:15,2026-01-27 18:09:50,7.37,6.8,1.96,Metro
Chicago IL DC,41.85,-87.882,41.4498,-95.9316,2026-01-15 12:43:01,2026-01-15 18:16:00,9.73,7.9,1.79,Horizon
Dallas TX DC,32.8998,-96.8379,35.2355,-80.8723,2026-01-20 14:47:33,2026-01-20 18:52:48,170.21,5.6,0.73,Metro
Memphis TN DC,35.1175,-89.9711,33.387,-112.1109,2026-01-24 14:25:51,2026-01-25 08:56:19,89.26,2.3,0.63,Pacific
Chicago IL DC,41.85,-87.882,40.8481,-73.7424,2026-01-09 18:25:31,2026-01-10 09:32:14,100.65,1.7,0.4,Cascade
Edison NJ DC,40.5187,-74.4121,40.7803,-73.6837,2026-01-29 10:29:55,2026-01-29 17:32:51,27.81,4.0,0.92,Horizon
Reno NV DC,39.5296,-119.8138,41.9456,-87.7473,2026-01-10 14:19:22,2026-01-11 12:26:27,29.43,16.8,0.97,Atlas
Edison NJ DC,40.5187,-74.4121,40.6078,-74.1722,2026-01-26 16:45:20,2026-01-27 12:37:18,20.92,10.4,1.12,Atlas
Memphis TN DC,35.1175,-89.9711,29.698,-95.4634,2026-01-02 16:24:03,2026-01-03 12:40:48,25.6,3.0,0.7,Atlas
Memphis TN DC,35.1175,-89.9711,33.4391,-112.0543,2026-01-23 13:11:28,2026-01-24 09:32:36,48.05,4.1,1.18,Atlas
Dallas TX DC,32.8998,-96.8379,42.4167,-71.0715,2026-01-03 10:38:50,2026-01-03 17:35:19,48.54,8.3,2.2,Ridge
Reno NV DC,39.5296,-119.8138,34.0152,-118.3529,2026-01-23 13:38:42,2026-01-24 11:14:30,100.78,3.5,0.8,Cascade
Edison NJ DC,40.5187,-74.4121,39.1205,-76.9619,2026-01-02 07:51:12,2026-01-02 17:55:57,237.3,11.4,0.83,Metro
Memphis TN DC,35.1175,-89.9711,25.8387,-80.2539,2026-01-22 13:40:06,2026-01-22 17:57:09,25.13,11.0,2.15,Atlas
Dallas TX DC,32.8998,-96.8379,29.7081,-95.3594,2026-01-16 09:30:00,2026-01-16 14:52:01,8.82,6.5,1.3,Cascade
Reno NV DC,39.5296,-119.8138,34.0249,-118.3351,2026-01-15 15:15:45,2026-01-15 14:49:57,18.79,4.6,1.17,Atlas
Edison NJ DC,40.5187,-74.4121,40.8601,-73.943,2026-01-17 17:05:09,2026-01-18 12:41:56,7.4,2.4,0.33,Atlas
Memphis TN DC,35.1175,-89.9711,42.141,-71.0213,2026-01-11 12:44:03,2026-01-11 15:23:50,53.71,4.4,1.31,Atlas
Edison NJ DC,40.5187,-74.4121,40.7309,-74.09,2026-01-24 13:14:27,2026-01-24 16:41:26,179.8,3.6,0.27,Summit
Chicago IL DC,41.85,-87.882,42.0579,-87.7513,2026-01-29 10:54:08,2026-01-29 16:49:56,20.82,2.9,0.25,Summit
Memphis TN DC,35.1175,-89.9711,41.1003,-73.9821,2026-01-29 13:34:59,2026-01-29 18:16:16,31.28,3.6,0.79,Cascade
Edison NJ DC,40.5187,-74.4121,37.3289,-121.8665,2026-01-28 09:26:31,2026-01-28 17:41:30,66.96,4.5,0.46,Atlas
Chicago IL DC,41.85,-87.882,42.0051,-87.8605,2026-01-23 14:19:41,2026-01-24 11:53:12,13.46,3.4,0.3,Atlas
Memphis TN DC,35.1175,-89.9711,39.8039,-86.0932,2026-01-11 15:13:53,2026-01-12 11:19:30,13.08,2.3,0.26,Horizon
Memphis TN DC,35.1175,-89.9711,42.5288,-71.0306,2026-01-17 14:22:39,2026-01-18 11:19:23,0.92,4.0,0.73,Metro
Reno NV DC,39.5296,-119.8138,32.6637,-117.2022,2026-01-15 13:23:34,2026-01-15 17:26:27,56.15,5.3,0.94,Metro
Dallas TX DC,32.8998,-96.8379,38.7413,-90.318,2026-01-24 12:16:53,2026-01-24 18:45:05,16.21,3.1,0.35,Ridge
Edison NJ DC,40.5187,-74.4121,33.4659,-111.8602,2026-01-07 13:23:38,2026-01-08 08:13:51,6.75,5.4,0.72,Ridge
Dallas TX DC,32.8998,-96.8379,32.5734,-117.4153,2026-01-22 14:49:21,2026-01-22 14:52:13,8.13,3.9,0.73,Pacific
Edison NJ DC,40.5187,-74.4121,40.7056,-74.0615,2026-01-10 15:55:00,2026-01-11 11:13:10,42.55,13.6,1.48,Metro
Chicago IL DC,41.85,-87.882,45.0585,-93.0419,2026-01-15 19:42:33,2026-01-16 12:57:15,12.91,4.6,0.37,Atlas
Chicago IL DC,41.85,-87.882,39.5786,-86.1886,2026-01-10 09:35:21,2026-01-10 15:08:16,64.07,4.0,1.13,Ridge
Edison NJ DC,40.5187,-74.4121,40.5988,-74.146,2026-01-14 13:31:17,2026-01-14 17:48:45,33.39,5.9,0.83,Alpine
Memphis TN DC,35.1175,-89.9711,29.8566,-95.2527,2026-01-27 12:47:42,2026-01-27 14:23:37,7.52,2.9,0.83,Atlas
Chicago IL DC,41.85,-87.882,41.7946,-87.6019,2026-01-08 12:05:23,2026-01-08 17:01:16,33.11,4.1,0.77,Ridge
Edison NJ DC,40.5187,-74.4121,40.7544,-74.1299,2026-01-27 15:29:29,2026-01-28 12:56:25,50.51,4.4,1.06,Alpine
Chicago IL DC,41.85,-87.882,41.8709,-87.766,2026-01-05 07:23:35,2026-01-05 11:40:25,25.41,5.8,0.38,Horizon
Dallas TX DC,32.8998,-96.8379,29.3463,-98.3215,2026-01-24 14:55:56,2026-01-25 10:08:56,11.05,29.4,2.29,Horizon
Dallas TX DC,32.8998,-96.8379,34.0642,-118.1746,2026-01-27 12:02:23,2026-01-28 12:14:14,25.03,3.8,1.07,Summit
Chicago IL DC,41.85,-87.882,42.7277,-87.7481,2026-01-04 12:25:29,2026-01-04 17:57:29,9.06,3.3,0.81,Metro
Reno NV DC,39.5296,-119.8138,34.1012,-118.3656,2026-01-20 16:42:20,2026-01-20 14:46:19,21.52,16.7,3.06,Cascade
Edison NJ DC,40.5187,-74.4121,40.5853,-74.0392,2026-01-14 14:18:20,2026-01-15 11:23:23,41.79,1.8,0.14,Pacific
Memphis TN DC,35.1175,-89.9711,40.8695,-73.9448,2026-01-23 12:24:44,2026-01-23 18:46:08,55.33,5.9,0.8,Metro
Dallas TX DC,32.8998,-96.8379,32.8404,-96.8095,2026-01-01 13:22:06,2026-01-01 17:44:10,22.13,17.8,1.5,Ridge
Atlanta GA DC,33.6407,-84.4277,40.85,-74.1447,2026-01-28 10:19:02,2026-01-28 16:41:59,28.06,9.4,2.01,Summit
Memphis TN DC,35.1175,-89.9711,29.2817,-98.3948,2026-01-10 12:47:08,2026-01-10 18:42:25,20.39,7.5,1.58,Horizon
Reno NV DC,39.5296,-119.8138,33.8687,-118.4862,2026-01-25 10:42:26,2026-01-25 14:18:34,56.39,39.5,9.13,Atlas
Dallas TX DC,32.8998,-96.8379,33.5145,-111.9611,2026-01-21 10:03:44,2026-01-21 18:07:41,87.16,4.5,0.89,Cascade
Memphis TN DC,35.1175,-89.9711,28.3232,-82.5292,2026-01-04 15:40:21,2026-01-05 11:37:12,57.38,5.0,0.38,Pacific
Atlanta GA DC,33.6407,-84.4277,34.185,-118.3088,2026-01-14 18:14:06,2026-01-15 09:56:48,25.86,4.1,1.09,Metro
Memphis TN DC,35.1175,-89.9711,39.824,-86.3649,2026-01-15 11:40:48,2026-01-15 18:53:21,47.73,4.2,0.44,Metro
Memphis TN DC,35.1175,-89.9711,33.8799,-84.3002,2026-01-06 19:16:33,2026-01-07 06:49:55,76.62,10.1,2.65,Pacific
Atlanta GA DC,33.6407,-84.4277,25.6528,-80.0758,2026-01-11 11:09:04,2026-01-11 17:54:24,58.73,17.6,4.39,Cascade
Chicago IL DC,41.85,-87.882,36.4146,-86.8963,2026-01-08 08:08:20,2026-01-08 13:09:45,10.2,2.6,0.38,Metro
Reno NV DC,39.5296,-119.8138,47.5708,-122.2465,2026-01-13 13:42:54,2026-01-14 10:47:54,16.42,1.0,0.1,Summit
Atlanta GA DC,33.6407,-84.4277,33.9895,-118.1217,2026-01-06 15:09:08,2026-01-07 07:15:08,16.89,0.9,0.12,Alpine
Reno NV DC,39.5296,-119.8138,32.5098,-116.8835,2026-01-19 14:21:09,2026-01-19 17:26:28,133.04,6.9,0.64,Alpine
Atlanta GA DC,33.6407,-84.4277,29.6759,-95.3541,2026-01-10 13:39:03,2026-01-10 18:08:04,15.99,2.4,0.21,Atlas
Edison NJ DC,40.5187,-74.4121,40.4862,-73.9279,2026-01-14 09:50:49,2026-01-14 18:00:01,5.66,2.8,0.82,Ridge
Atlanta GA DC,33.6407,-84.4277,42.2858,-71.1019,2026-01-09 09:12:36,2026-01-09 16:19:39,52.77,8.0,1.41,Alpine
Chicago IL DC,41.85,-87.882,39.6946,-86.0245,2026-01-14 08:02:50,2026-01-14 13:58:29,5.45,6.5,0.5,Ridge
Memphis TN DC,35.1175,-89.9711,32.6464,-117.0543,2026-01-17 12:06:46,2026-01-18 08:55:04,33.89,3.4,0.18,Summit
Memphis TN DC,35.1175,-89.9711,29.4666,-95.4408,2026-01-07 09:58:55,2026-01-07 16:05:31,10.85,6.1,1.04,Cascade
Reno NV DC,39.5296,-119.8138,41.8848,-87.3569,2026-01-18 17:49:26,2026-01-19 12:27:49,28.01,7.1,0.87,Alpine
Atlanta GA DC,33.6407,-84.4277,35.7736,-95.7527,2026-01-05 16:40:25,2026-01-06 09:20:24,130.36,7.9,2.28,Horizon
Edison NJ DC,40.5187,-74.4121,40.6745,-74.0131,2026-01-15 11:59:54,2026-01-15 17:16:34,6.54,4.6,1.38,Ridge
Dallas TX DC,32.8998,-96.8379,32.9279,-96.4539,2026-01-13 08:13:51,2026-01-13 15:36:55,10.51,2.3,0.37,Summit
Memphis TN DC,35.1175,-89.9711,29.8214,-95.1971,2026-01-03 13:01:06,2026-01-03 14:30:08,320.69,3.5,0.21,Alpine
Dallas TX DC,32.8998,-96.8379,33.1266,-96.8302,2026-01-16 11:39:22,2026-01-16 18:52:14,153.4,2.9,0.38,Horizon
Edison NJ DC,40.5187,-74.4121,40.7349,-74.1058,2026-01-14 10:20:47,2026-01-14 16:29:41,6.47,8.5,1.88,Pacific
Reno NV DC,39.5296,-119.8138,33.541,-112.1573,2026-01-16 11:38:08,2026-01-16 18:58:03,36.01,6.6,0.77,Atlas
Edison NJ DC,40.5187,-74.4121,40.5409,-73.8986,2026-01-15 09:41:21,2026-01-15 16:39:12,22.83,4.4,1.18,Ridge
Edison NJ DC,40.5187,-74.4121,42.5641,-71.0987,2026-01-06 12:40:54,2026-01-07 09:11:08,16.61,8.8,1.37,Atlas
Chicago IL DC,41.85,-87.882,34.099,-118.2021,2026-01-03 12:58:26,2026-01-04 10:35:06,78.31,6.2,1.84,Pacific
Edison NJ DC,40.5187,-74.4121,40.4966,-73.8186,2026-01-04 14:35:09,2026-01-05 09:16:48,9.12,6.3,0.81,Pacific
Edison NJ DC,40.5187,-74.4121,40.7287,-74.2095,2026-01-11 10:45:28,2026-01-11 14:53:42,9.44,7.6,1.06,Atlas
Atlanta GA DC,33.6407,-84.4277,28.4432,-81.2711,2026-01-13 12:15:58,2026-01-13 14:16:38,15.84,15.5,3.71,Ridge
Chicago IL DC,41.85,-87.882,28.6845,-81.3273,2026-01-01 13:12:31,2026-01-01 17:04:13,28.68,7.7,1.09,Cascade
Chicago IL DC,41.85,-87.882,33.4766,-112.0006,2026-01-21 19:31:02,2026-01-22 08:58:23,52.85,3.8,0.69,Cascade
Atlanta GA DC,33.6407,-84.4277,41.8383,-87.9256,2026-01-30 10:05:45,2026-01-30 15:30:35,15.09,0.9,0.16,Metro
Edison NJ DC,40.5187,-74.4121,28.1084,-82.4913,2026-01-21 14:47:44,2026-01-22 10:32:58,7.75,5.4,1.54,Alpine
Atlanta GA DC,33.6407,-84.4277,29.152,-98.4515,2026-01-01 20:05:23,2026-01-02 08:55:23,5.63,4.1,0.42,Alpine
Edison NJ DC,40.5187,-74.4121,40.6355,-74.1512,2026-01-26 12:53:05,2026-01-26 17:07:50,149.14,4.0,0.26,Cascade
Reno NV DC,39.5296,-119.8138,37.5451,-122.1634,2026-01-09 16:03:14,2026-01-10 11:05:16,308.06,3.9,0.46,Horizon
Edison NJ DC,40.5187,-74.4121,33.8178,-118.6172,2026-01-04 16:56:55,2026-01-05 11:52:33,146.81,1.6,0.48,Pacific
Reno NV DC,39.5296,-119.8138,40.7674,-73.9789,2026-01-08 17:38:56,2026-01-09 08:59:56,42.75,12.1,1.57,Cascade
Atlanta GA DC,33.6407,-84.4277,36.005,-86.7769,2026-01-23 14:48:59,2026-01-24 12:03:04,10.15,7.3,1.63,Summit
Memphis TN DC,35.1175,-89.9711,29.9787,-95.3706,2026-01-20 13:56:22,2026-01-21 08:07:01,32.61,9.0,1.65,Metro
Memphis TN DC,35.1175,-89.9711,29.7086,-95.3185,2026-01-16 16:44:33,2026-01-17 10:13:59,52.73,8.3,0.97,Summit
Chicago IL DC,41.85,-87.882,41.7547,-87.8098,2026-01-08 14:06:55,2026-01-08 18:27:24,57.54,17.6,2.29,Pacific
Edison NJ DC,40.5187,-74.4121,43.0681,-88.0065,2026-01-28 15:25:39,2026-01-29 11:18:01,42.44,6.3,1.26,Ridge
Atlanta GA DC,33.6407,-84.4277,39.8004,-86.1121,2026-01-22 11:25:36,2026-01-22 18:49:36,176.52,2.7,0.56,Cascade
Reno NV DC,39.5296,-119.8138,32.7417,-117.1918,2026-01-22 18:50:45,2026-01-23 11:20:53,40.58,6.1,1.12,Alpine
Atlanta GA DC,33.6407,-84.4277,41.8978,-87.6915,2026-01-29 15:37:09,2026-01-29 15:59:04,70.95,7.6,0.84,Cascade
Edison NJ DC,40.5187,-74.4121,40.5769,-73.8938,2026-01-25 13:54:09,2026-01-25 17:43:36,15.13,4.2,1.22,Cascade
Atlanta GA DC,33.6407,-84.4277,40.7578,-74.176,2026-01-06 15:14:46,2026-01-07 10:06:46,51.31,1.3,0.13,Ridge
Chicago IL DC,41.85,-87.882,32.8085,-117.2318,2026-01-16 18:18:35,2026-01-17 08:48:33,446.01,14.5,2.03,Ridge
Dallas TX DC,32.8998,-96.8379,33.522,-112.2969,2026-01-09 14:29:33,2026-01-10 11:49:36,9.43,6.1,1.34,Cascade
Edison NJ DC,40.5187,-74.4121,40.7788,-73.9168,2026-01-20 12:13:14,2026-01-20 16:42:24,9.96,2.1,0.13,Pacific
Chicago IL DC,41.85,-87.882,41.5475,-87.8029,2026-01-25 12:10:13,2026-01-25 17:56:39,62.4,2.9,0.17,Ridge
Dallas TX DC,32.8998,-96.8379,33.6183,-84.4076,2026-01-25 18:48:15,2026-01-26 10:57:55,8.99,5.2,0.93,Ridge
Atlanta GA DC,33.6407,-84.4277,33.038,-96.5393,2026-01-25 13:24:44,2026-01-26 12:25:18,44.6,2.8,0.19,Ridge
Chicago IL DC,41.85,-87.882,36.0871,-86.5565,2026-01-24 15:12:07,2026-01-24 16:58:22,145.24,6.9,0.56,Summit
Atlanta GA DC,33.6407,-84.4277,38.6965,-76.9616,2026-01-12 13:19:44,2026-01-12 18:35:06,9.73,2.5,0.53,Horizon
Edison NJ DC,40.5187,-74.4121,40.1261,-83.0932,2026-01-04 09:51:34,2026-01-04 16:20:05,46.5,4.9,0.97,Horizon
Atlanta GA DC,33.6407,-84.4277,41.0086,-96.0217,2026-01-03 10:06:31,2026-01-03 18:05:44,70.36,1.5,0.1,Atlas
Edison NJ DC,40.5187,-74.4121,40.767,-74.0426,2026-01-30 13:06:47,2026-01-31 12:06:48,10.79,2.8,0.27,Alpine
Edison NJ DC,40.5187,-74.4121,40.6527,-74.0033,2026-01-24 14:41:56,2026-01-24 17:25:45,7.42,3.7,0.63,Cascade
Chicago IL DC,41.85,-87.882,41.9553,-87.7742,2026-01-04 11:30:29,2026-01-04 17:28:39,10.61,1.6,0.46,Horizon
Memphis TN DC,35.1175,-89.9711,32.6091,-117.2448,2026-01-12 16:40:17,2026-01-13 08:36:00,9.77,5.5,1.11,Summit
Memphis TN DC,35.1175,-89.9711,34.1826,-118.2641,2026-01-17 09:50:07,2026-01-18 11:47:29,46.57,10.1,1.32,Metro
Chicago IL DC,41.85,-87.882,35.673,-95.8254,2026-01-17 18:16:47,2026-01-18 09:46:49,10.31,3.6,0.98,Metro
Reno NV DC,39.5296,-119.8138,39.6896,-86.2933,2026-01-09 12:07:16,2026-01-10 11:07:19,119.88,5.3,1.49,Alpine
Edison NJ DC,40.5187,-74.4121,40.9367,-74.2052,2026-01-27 11:03:05,2026-01-27 18:12:24,30.42,2.6,0.33,Pacific
Edison NJ DC,40.5187,-74.4121,40.7537,-73.993,2026-01-01 13:22:56,2026-01-01 17:28:13,12.83,8.6,1.21,Alpine
Atlanta GA DC,33.6407,-84.4277,34.2087,-118.3648,2026-01-09 11:27:19,2026-01-09 15:53:46,39.32,7.7,0.56,Cascade
Edison NJ DC,40.5187,-74.4121,40.9204,-74.1724,2026-01-06 13:43:20,2026-01-06 18:44:04,44.03,3.3,0.94,Ridge
Chicago IL DC,41.85,-87.882,40.0131,-83.0234,2026-01-03 11:51:56,2026-01-03 17:19:35,62.56,0.5,0.11,Cascade
Chicago IL DC,41.85,-87.882,32.6734,-117.1312,2026-01-29 16:58:15,2026-01-30 11:36:58,41.44,12.2,2.46,Horizon
Reno NV DC,39.5296,-119.8138,33.9242,-117.91,2026-01-06 14:05:31,2026-01-07 09:52:52,181.26,1.3,0.29,Ridge
Memphis TN DC,35.1175,-89.9711,34.9548,-90.1826,2026-01-14 12:05:31,2026-01-14 16:54:53,91.58,7.6,2.27,Alpine
Atlanta GA DC,33.6407,-84.4277,27.8354,-82.5154,2026-01-23 07:15:59,2026-01-23 18:23:15,64.04,4.5,0.95,Ridge
Dallas TX DC,32.8998,-96.8379,42.14,-71.0289,2026-01-15 15:30:07,2026-01-16 08:44:17,30.42,2.8,0.74,Ridge
Edison NJ DC,40.5187,-74.4121,40.8432,-73.8727,2026-01-14 15:44:31,2026-01-15 08:26:53,47.41,2.4,0.34,Atlas
Reno NV DC,39.5296,-119.8138,36.3008,-86.6415,2026-01-07 08:31:41,2026-01-07 14:49:04,35.96,8.4,1.63,Alpine
Chicago IL DC,41.85,-87.882,32.8675,-96.9294,2026-01-24 13:52:57,2026-01-25 11:19:28,10.84,2.6,0.76,Cascade
Reno NV DC,39.5296,-119.8138,33.9513,-118.1143,2026-01-29 21:47:27,2026-01-30 08:40:18,18.49,10.9,2.43,Metro
Memphis TN DC,35.1175,-89.9711,29.6959,-95.2408,2026-01-07 13:59:29,2026-01-08 10:41:16,13.23,10.3,1.52,Atlas
Memphis TN DC,35.1175,-89.9711,40.8209,-74.2085,2026-01-01 16:36:16,2026-01-02 06:09:17,48.41,13.6,2.48,Horizon
Memphis TN DC,35.1175,-89.9711,29.5588,-95.4675,2026-01-15 17:17:43,2026-01-16 09:15:10,103.32,3.8,0.41,Atlas
Atlanta GA DC,33.6407,-84.4277,34.9713,-80.9093,2026-01-14 12:34:20,2026-01-14 18:32:43,187.73,2.3,0.15,Ridge
Dallas TX DC,32.8998,-96.8379,32.6597,-117.1194,2026-01-15 16:33:11,2026-01-16 10:47:38,32.24,5.4,1.55,Atlas
Reno NV DC,39.5296,-119.8138,32.9984,-117.1223,2026-01-06 11:06:31,2026-01-06 14:25:30,16.93,4.9,0.87,Summit
Edison NJ DC,40.5187,-74.4121,40.6978,-74.0332,2026-01-07 15:47:47,2026-01-08 09:29:38,3.74,3.2,0.95,Horizon
Atlanta GA DC,33.6407,-84.4277,42.3382,-70.9389,2026-01-03 11:22:23,2026-01-04 12:23:14,5.23,3.9,0.44,Cascade
Memphis TN DC,35.1175,-89.9711,28.9745,-98.65,2026-01-08 17:06:50,2026-01-09 06:39:54,43.42,2.6,0.66,Alpine
Atlanta GA DC,33.6407,-84.4277,28.4202,-81.4681,2026-01-13 12:36:12,2026-01-14 10:07:58,117.74,2.1,0.57,Pacific
Atlanta GA DC,33.6407,-84.4277,27.8262,-82.4809,2026-01-22 14:40:40,2026-01-23 08:36:35,21.74,5.9,0.96,Summit
Memphis TN DC,35.1175,-89.9711,35.1124,-80.7609,2026-01-10 15:39:16,2026-01-11 10:27:08,199.88,1.4,0.25,Ridge
Dallas TX DC,32.8998,-96.8379,40.9419,-74.0738,2026-01-15 17:56:22,2026-01-16 07:16:00,38.97,8.6,2.27,Atlas
Dallas TX DC,32.8998,-96.8379,29.589,-95.3767,2026-01-17 15:18:46,2026-01-17 17:01:33,386.7,2.1,0.43,Atlas
Reno NV DC,39.5296,-119.8138,34.1142,-118.3488,2026-01-15 17:09:31,2026-01-15 14:03:51,8.41,5.0,1.22,Pacific
Memphis TN DC,35.1175,-89.9711,33.9898,-118.3971,2026-01-06 11:06:24,2026-01-06 17:24:41,15.76,0.7,0.15,Alpine
Dallas TX DC,32.8998,-96.8379,44.9434,-93.4411,2026-01-14 14:52:09,2026-01-14 14:55:39,110.82,6.5,0.63,Ridge
Memphis TN DC,35.1175,-89.9711,42.1356,-87.7107,2026-01-01 18:44:16,2026-01-02 07:59:12,97.74,4.1,0.82,Alpine
Edison NJ DC,40.5187,-74.4121,40.7249,-74.0166,2026-01-29 11:04:42,2026-01-29 18:45:24,41.99,6.2,1.83,Atlas
Chicago IL DC,41.85,-87.882,40.579,-74.0265,2026-01-18 14:58:51,2026-01-19 08:50:54,101.45,2.0,0.52,Ridge
Edison NJ DC,40.5187,-74.4121,40.8268,-74.2131,2026-01-24 16:05:48,2026-01-25 09:18:21,39.82,21.1,1.36,Horizon
Memphis TN DC,35.1175,-89.9711,33.3696,-112.1315,2026-01-26 16:31:59,2026-01-27 10:51:04,45.37,8.5,1.49,Metro
Chicago IL DC,41.85,-87.882,41.8214,-87.5027,2026-01-06 11:48:53,2026-01-06 16:18:03,40.9,8.8,2.11,Ridge
Reno NV DC,39.5296,-119.8138,34.0487,-118.1728,2026-01-15 08:19:22,2026-01-15 17:40:48,61.68,4.5,0.6,Ridge
Edison NJ DC,40.5187,-74.4121,40.7965,-73.8528,2026-01-26 13:17:00,2026-01-26 14:13:47,21.34,10.8,0.93,Atlas
Edison NJ DC,40.5187,-74.4121,33.3215,-112.2077,2026-01-11 16:07:53,2026-01-12 12:26:25,100.69,1.8,0.54,Alpine
Reno NV DC,39.5296,-119.8138,34.0476,-118.0894,2026-01-16 12:59:04,2026-01-16 17:38:03,6.16,9.1,1.27,Ridge
Edison NJ DC,40.5187,-74.4121,40.8965,-74.0898,2026-01-15 12:03:12,2026-01-15 18:37:19,9.97,9.2,0.64,Ridge
Chicago IL DC,41.85,-87.882,42.1074,-87.6863,2026-01-01 19:35:45,2026-01-02 12:39:47,18.43,4.2,0.87,Ridge
Atlanta GA DC,33.6407,-84.4277,33.6004,-112.0291,2026-01-03 13:11:04,2026-01-04 09:24:33,2.63,11.1,0.86,Horizon
Dallas TX DC,32.8998,-96.8379,29.8238,-95.2421,2026-01-07 09:58:28,2026-01-07 14:11:27,271.85,9.0,2.19,Alpine
Atlanta GA DC,33.6407,-84.4277,40.67,-74.0853,2026-01-24 15:06:12,2026-01-25 12:37:03,35.87,4.3,1.07,Atlas
Chicago IL DC,41.85,-87.882,39.9841,-82.9581,2026-01-22 11:23:15,2026-01-22 18:25:03,3.78,3.9,0.27,Atlas
Memphis TN DC,35.1175,-89.9711,40.4376,-74.1409,2026-01-17 09:12:54,2026-01-17 17:56:15,21.83,5.5,1.48,Metro
Edison NJ DC,40.5187,-74.4121,40.3687,-74.1168,2026-01-19 17:51:59,2026-01-20 09:21:30,114.14,21.4,2.61,Cascade
Edison NJ DC,40.5187,-74.4121,42.5731,-71.0828,2026-01-10 13:15:53,2026-01-11 12:29:58,7.47,0.6,0.16,Atlas
Memphis TN DC,35.1175,-89.9711,40.4864,-74.0546,2026-01-15 16:55:45,2026-01-16 09:43:57,28.92,30.0,1.93,Ridge
Edison NJ DC,40.5187,-74.4121,40.529,-73.9928,2026-01-26 11:12:31,2026-01-26 15:17:18,613.56,2.8,0.35,Summit
Dallas TX DC,32.8998,-96.8379,38.6237,-90.1996,2026-01-15 15:10:41,2026-01-16 08:22:17,28.63,3.4,0.48,Alpine
Edison NJ DC,40.5187,-74.4121,40.658,-73.9054,2026-01-25 10:48:07,2026-01-25 16:42:46,8.96,6.6,1.21,Pacific
Chicago IL DC,41.85,-87.882,40.9591,-73.9678,2026-01-04 18:52:59,2026-01-05 10:26:28,41.94,1.6,0.32,Summit
